HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShotOnTarget,AwayShotOnTarget
Leeds,Leicester,3,0,,
Nott'm Forest,Chelsea,2,0,,
Wimbledon,Derby,1,1,,
Middlesbrough,Southampton,0,1,,
Blackburn,Coventry,4,0,,
Aston Villa,Newcastle,2,2,,
Sheffield Weds,Everton,2,1,,
Liverpool,West Ham,0,0,,
Everton,Blackburn,0,2,,
Arsenal,Middlesbrough,2,0,,
Man United,Aston Villa,0,0,,
Chelsea,Liverpool,1,0,,
Coventry,Sunderland,2,2,,
West Ham,Nott'm Forest,0,1,,
Newcastle,Leeds,3,0,,
Southampton,Liverpool,0,1,,
Leicester,Nott'm Forest,2,2,,
Everton,Wimbledon,1,3,,
Newcastle,Tottenham,7,1,,
Chelsea,Sheffield Weds,2,2,,
Derby,Blackburn,0,0,,
Coventry,Middlesbrough,3,0,,
West Ham,Sunderland,2,0,,
Man United,Leeds,1,0,,
Arsenal,Aston Villa,2,2,,
Tottenham,Southampton,3,1,,
Leeds,Coventry,1,3,,
Sunderland,Derby,2,0,,
Blackburn,Newcastle,1,0,,
Middlesbrough,Everton,4,2,,
Liverpool,Leicester,1,1,,
Nott'm Forest,Man United,0,4,,
Aston Villa,Chelsea,0,2,,
Sheffield Weds,Arsenal,0,0,,
Newcastle,Liverpool,1,1,,
Aston Villa,Wimbledon,5,0,,
Man United,Sunderland,5,0,,
Everton,Leeds,0,0,,
Leicester,Coventry,0,2,,
Southampton,Derby,3,1,,
Nott'm Forest,Arsenal,2,1,,
Tottenham,Sheffield Weds,1,1,,
Chelsea,West Ham,3,1,,
Sheffield Weds,Man United,1,1,,
Coventry,Newcastle,2,1,,
Liverpool,Nott'm Forest,4,2,,
Derby,Everton,0,1,,
Sunderland,Chelsea,3,0,,
Leeds,Tottenham,0,0,,
Wimbledon,Blackburn,1,0,,
Liverpool,Middlesbrough,5,1,,
Nott'm Forest,Newcastle,0,0,,
West Ham,Man United,2,2,,
Southampton,Aston Villa,0,1,,
Chelsea,Everton,2,2,,
Coventry,Tottenham,1,2,,
Leicester,Blackburn,1,1,,
Sunderland,Wimbledon,1,3,,
Arsenal,Derby,2,2,,
Middlesbrough,Leeds,0,0,,
Liverpool,Sheffield Weds,0,1,,
Arsenal,Southampton,3,1,,
West Ham,Aston Villa,0,2,,
Middlesbrough,Leicester,0,2,,
Tottenham,Liverpool,0,2,,
Leeds,Chelsea,2,0,,
Newcastle,Arsenal,1,2,,
Aston Villa,Middlesbrough,1,0,,
Everton,Sunderland,1,3,,
Derby,Coventry,2,1,,
Blackburn,Southampton,2,1,,
Sheffield Weds,West Ham,0,0,,
Wimbledon,Nott'm Forest,1,0,,
Man United,Leicester,3,1,,
Nott'm Forest,Blackburn,2,2,,
Arsenal,Tottenham,3,1,,
Liverpool,Wimbledon,1,1,,
Middlesbrough,Man United,2,2,,
West Ham,Derby,1,1,,
Chelsea,Newcastle,1,1,,
Southampton,Leeds,0,2,,
Coventry,Aston Villa,1,2,,
Sunderland,Sheffield Weds,1,1,,
Leicester,Everton,1,2,,
Liverpool,Everton,1,1,,
Sheffield Weds,Nott'm Forest,2,0,,
Derby,Middlesbrough,2,1,,
Tottenham,Sunderland,2,0,,
Wimbledon,Coventry,2,2,,
Everton,Southampton,7,1,,
Blackburn,Chelsea,1,1,,
Man United,Arsenal,1,0,,
Leeds,Liverpool,0,2,,
Newcastle,West Ham,1,1,,
Aston Villa,Leicester,1,3,,
Everton,Coventry,1,1,,
Newcastle,Middlesbrough,3,1,,
Blackburn,Liverpool,3,0,,
Leeds,Sunderland,3,0,,
Sheffield Weds,Southampton,1,1,,
Tottenham,West Ham,1,0,,
Wimbledon,Arsenal,2,2,,
Derby,Leicester,2,0,,
Man United,Chelsea,1,2,,
Aston Villa,Nott'm Forest,2,0,,
Nott'm Forest,Everton,0,1,,
Liverpool,Derby,2,1,,
Southampton,Man United,6,3,,
Sunderland,Aston Villa,1,0,,
Coventry,Sheffield Weds,0,0,,
West Ham,Blackburn,2,1,,
Middlesbrough,Wimbledon,0,0,,
Chelsea,Tottenham,3,1,,
Arsenal,Leeds,3,0,,
Leicester,Newcastle,2,0,,
Newcastle,Man United,5,0,,
West Ham,Leicester,1,0,,
Aston Villa,Leeds,2,0,,
Arsenal,Coventry,0,0,,
Southampton,Sunderland,3,0,,
Middlesbrough,Tottenham,0,3,,
Nott'm Forest,Derby,1,1,,
Chelsea,Wimbledon,2,4,,
Sheffield Weds,Blackburn,1,1,,
Sunderland,Middlesbrough,2,2,,
Coventry,Southampton,1,1,,
Wimbledon,Sheffield Weds,4,2,,
Man United,Liverpool,1,0,,
Blackburn,Arsenal,0,2,,
Everton,West Ham,2,1,,
Derby,Newcastle,0,1,,
Tottenham,Aston Villa,1,0,,
Leicester,Chelsea,1,3,,
Leeds,Nott'm Forest,2,0,,
Newcastle,Aston Villa,4,3,,
Man United,Tottenham,2,0,,
West Ham,Liverpool,1,2,,
Arsenal,Sunderland,2,0,,
Coventry,Blackburn,0,0,,
Leicester,Leeds,1,0,,
Derby,Wimbledon,0,2,,
Southampton,Middlesbrough,4,0,,
Chelsea,Nott'm Forest,1,1,,
Everton,Sheffield Weds,2,0,,
Wimbledon,Southampton,3,1,,
Tottenham,Leicester,1,2,,
Liverpool,Chelsea,5,1,,
Nott'm Forest,West Ham,0,2,,
Aston Villa,Man United,0,0,,
Blackburn,Everton,1,1,,
Middlesbrough,Arsenal,0,2,,
Sunderland,Coventry,1,0,,
Sheffield Weds,Derby,0,0,,
Leeds,Newcastle,0,1,,
Arsenal,Sheffield Weds,4,1,,
Leicester,Liverpool,0,3,,
Chelsea,Aston Villa,1,1,,
Man United,Nott'm Forest,4,1,,
Newcastle,Blackburn,2,1,,
Coventry,Leeds,2,1,,
West Ham,Wimbledon,0,2,,
Everton,Middlesbrough,1,2,,
Derby,Sunderland,1,0,,
Southampton,Tottenham,0,1,,
Blackburn,Derby,1,2,,
Sunderland,West Ham,0,0,,
Sheffield Weds,Chelsea,0,2,,
Tottenham,Newcastle,1,2,,
Middlesbrough,Coventry,4,0,,
Aston Villa,Arsenal,2,2,,
Liverpool,Southampton,2,1,,
Nott'm Forest,Leicester,0,0,,
Wimbledon,Everton,4,0,,
Leeds,Man United,0,4,,
Derby,Man United,1,1,,
Wimbledon,Tottenham,1,0,,
Everton,Aston Villa,0,1,,
Sunderland,Newcastle,1,2,,
Southampton,Nott'm Forest,2,2,,
Arsenal,Chelsea,3,3,,
Middlesbrough,West Ham,4,1,,
Blackburn,Leeds,0,1,,
Coventry,Liverpool,0,1,,
Sheffield Weds,Leicester,2,1,,
Leeds,Wimbledon,1,0,,
Man United,Blackburn,2,2,,
West Ham,Southampton,2,1,,
Chelsea,Coventry,2,0,,
Aston Villa,Derby,2,0,,
Liverpool,Sunderland,0,0,,
Newcastle,Sheffield Weds,1,2,,
Tottenham,Everton,0,0,,
Nott'm Forest,Middlesbrough,1,1,,
Leicester,Arsenal,0,2,,
Man United,Everton,2,2,,
Tottenham,Derby,1,1,,
Chelsea,Middlesbrough,1,0,,
Leicester,Southampton,2,1,,
Newcastle,Wimbledon,2,0,,
West Ham,Coventry,1,1,,
Aston Villa,Blackburn,1,0,,
Nott'm Forest,Sunderland,1,4,,
Leeds,Sheffield Weds,0,2,,
Liverpool,Arsenal,2,0,,
Southampton,Chelsea,0,0,,
Everton,Newcastle,2,0,,
Wimbledon,Man United,0,3,,
Coventry,Nott'm Forest,0,3,,
Blackburn,Tottenham,0,2,,
Sheffield Weds,Aston Villa,2,1,,
Derby,Leeds,3,3,,
Arsenal,West Ham,2,0,,
Sunderland,Leicester,0,0,,
Middlesbrough,Liverpool,3,3,,
