HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShotOnTarget,AwayShotOnTarget
Norwich,Newcastle,1,2,,
Sheffield Weds,Tottenham,1,0,,
West Ham,Sheffield United,0,0,,
Chelsea,Everton,4,2,,
Coventry,Swindon,1,1,,
Arsenal,QPR,0,0,,
Aston Villa,Blackburn,0,1,,
Newcastle,Man City,2,0,,
Wimbledon,Arsenal,0,3,,
Everton,West Ham,0,1,,
Ipswich,Liverpool,1,2,,
Sheffield United,Oldham,2,1,,
Tottenham,Coventry,1,2,,
Southampton,Norwich,0,1,,
Man United,Leeds,0,0,,
QPR,Sheffield Weds,1,2,,
Swindon,Chelsea,1,3,,
Sheffield Weds,Swindon,3,3,,
Oldham,Man United,2,5,,
Leeds,QPR,1,1,,
Norwich,Aston Villa,1,2,,
Blackburn,Everton,2,0,,
Arsenal,Sheffield United,3,0,,
Chelsea,Newcastle,1,0,,
West Ham,Tottenham,1,3,,
Liverpool,Wimbledon,1,1,,
Man City,Southampton,1,1,,
Everton,Sheffield Weds,0,2,,
QPR,Oldham,2,0,,
Ipswich,West Ham,1,1,,
Southampton,Chelsea,3,1,,
Swindon,Arsenal,0,4,,
Tottenham,Norwich,1,3,,
Sheffield United,Liverpool,0,0,,
Man United,Blackburn,1,1,,
Wimbledon,Coventry,1,2,,
Newcastle,Leeds,1,1,,
Man United,Aston Villa,3,1,,
Blackburn,Man City,2,0,,
Leeds,Arsenal,2,1,,
Swindon,Southampton,2,1,,
Ipswich,Norwich,2,1,,
Sheffield Weds,West Ham,5,0,,
Everton,Newcastle,0,2,,
Tottenham,Liverpool,3,3,,
Coventry,Oldham,1,1,,
Wimbledon,Sheffield United,2,0,,
Norwich,Leeds,2,1,,
Arsenal,Sheffield Weds,1,0,,
West Ham,Coventry,3,2,,
Southampton,QPR,0,1,,
Oldham,Blackburn,1,2,,
Sheffield United,Everton,0,0,,
Man City,Tottenham,0,2,,
Chelsea,Ipswich,1,1,,
Newcastle,Man United,1,1,,
Liverpool,Swindon,2,2,,
Aston Villa,Wimbledon,0,1,,
Southampton,Ipswich,0,1,,
Man City,Everton,1,0,,
West Ham,Leeds,0,1,,
Aston Villa,Sheffield Weds,2,2,,
Liverpool,QPR,3,2,,
Oldham,Swindon,2,1,,
Sheffield United,Man United,0,3,,
Arsenal,Tottenham,1,1,,
Blackburn,Chelsea,2,0,,
Leeds,Man City,3,2,,
Ipswich,Oldham,0,0,,
Man United,Norwich,2,2,,
Everton,Southampton,1,0,,
Coventry,Arsenal,1,0,,
QPR,Aston Villa,2,2,,
Tottenham,Newcastle,1,2,,
Wimbledon,West Ham,1,2,,
Swindon,Sheffield United,0,0,,
Sheffield Weds,Liverpool,3,1,,
Southampton,West Ham,0,2,,
Liverpool,Aston Villa,2,1,,
Oldham,Norwich,2,1,,
Arsenal,Newcastle,2,1,,
Sheffield United,Chelsea,1,0,,
Ipswich,Blackburn,1,0,,
Man City,Sheffield Weds,1,3,,
Leeds,Swindon,3,0,,
QPR,Tottenham,1,1,,
Coventry,Man United,0,1,,
Wimbledon,Everton,1,1,,
Newcastle,Sheffield United,4,0,,
Tottenham,Wimbledon,1,1,,
Man United,Ipswich,0,0,,
Aston Villa,Southampton,0,2,,
Swindon,QPR,1,0,,
Sheffield Weds,Oldham,3,0,,
West Ham,Arsenal,0,0,,
Blackburn,Coventry,2,1,,
Everton,Leeds,1,1,,
Chelsea,Man City,0,0,,
Newcastle,Liverpool,3,0,,
Norwich,Man City,1,1,,
Blackburn,Southampton,2,0,,
Tottenham,Leeds,1,1,,
Everton,QPR,0,3,,
Swindon,Ipswich,2,2,,
Aston Villa,Sheffield United,1,0,,
Man United,Wimbledon,3,1,,
Sheffield Weds,Coventry,0,0,,
Chelsea,Arsenal,0,2,,
West Ham,Oldham,2,0,,
Oldham,Newcastle,1,3,,
Man City,Man United,2,3,,
Liverpool,West Ham,2,0,,
Wimbledon,Swindon,3,0,,
Arsenal,Aston Villa,1,2,,
Ipswich,Sheffield Weds,1,4,,
Coventry,Everton,2,1,,
QPR,Blackburn,1,0,,
Sheffield United,Norwich,1,2,,
Leeds,Chelsea,4,1,,
Southampton,Tottenham,1,0,,
West Ham,Man City,3,1,,
Coventry,Sheffield United,0,0,,
Chelsea,Oldham,0,1,,
Man United,QPR,2,1,,
Sheffield Weds,Leeds,3,3,,
Arsenal,Norwich,0,0,,
Blackburn,Tottenham,1,0,,
Ipswich,Everton,0,2,,
Liverpool,Southampton,4,2,,
Newcastle,Wimbledon,4,0,,
Swindon,Aston Villa,1,2,,
Wimbledon,Ipswich,0,2,,
Southampton,Newcastle,2,1,,
Sheffield United,Sheffield Weds,1,1,,
Aston Villa,Chelsea,1,0,,
QPR,Coventry,5,1,,
Leeds,Blackburn,3,3,,
Man City,Liverpool,1,1,,
Everton,Man United,0,1,,
Norwich,West Ham,0,0,,
Tottenham,Swindon,1,1,,
Oldham,Arsenal,0,0,,
Blackburn,Sheffield United,0,0,,
Ipswich,Leeds,0,0,,
Coventry,Southampton,1,1,,
Arsenal,Man City,0,0,,
Sheffield Weds,Wimbledon,2,2,,
Liverpool,Oldham,2,1,,
West Ham,Aston Villa,0,0,,
Man United,Tottenham,2,1,,
Newcastle,QPR,1,2,,
Chelsea,Norwich,1,2,,
Swindon,Everton,1,1,,
Man City,Oldham,1,1,,
Tottenham,Everton,3,2,,
Sheffield Weds,Man United,2,3,,
Leeds,Wimbledon,4,0,,
Aston Villa,Newcastle,0,2,,
Norwich,Coventry,1,0,,
Southampton,Sheffield United,3,3,,
QPR,Ipswich,3,0,,
Liverpool,Arsenal,0,0,,
Swindon,Blackburn,1,3,,
West Ham,Chelsea,1,0,,
Wimbledon,QPR,1,1,,
Ipswich,Tottenham,2,2,,
Oldham,Aston Villa,1,1,,
Arsenal,Southampton,1,0,,
Blackburn,Sheffield Weds,1,1,,
Sheffield United,Man City,0,1,,
Newcastle,West Ham,2,0,,
Everton,Norwich,1,5,,
Man United,Swindon,4,2,,
Coventry,Leeds,0,2,,
Chelsea,Liverpool,1,0,,
Wimbledon,Man City,1,0,,
Man United,Arsenal,1,0,,
QPR,Norwich,2,2,,
Tottenham,Oldham,5,0,,
Blackburn,West Ham,0,2,,
Leeds,Sheffield United,2,1,,
Everton,Liverpool,2,0,,
Swindon,Newcastle,2,2,,
Coventry,Chelsea,1,1,,
Ipswich,Aston Villa,1,2,,
Sheffield Weds,Southampton,2,0,,
Newcastle,Sheffield Weds,4,2,,
Liverpool,Blackburn,0,1,,
Chelsea,Man United,1,0,,
Arsenal,Ipswich,4,0,,
Southampton,Leeds,0,2,,
Man City,QPR,3,0,,
Norwich,Wimbledon,0,1,,
West Ham,Swindon,0,0,,
Aston Villa,Coventry,0,0,,
Sheffield United,Tottenham,2,2,,
Oldham,Everton,0,1,,
QPR,Sheffield United,2,1,,
Coventry,Liverpool,1,0,,
Blackburn,Arsenal,1,1,,
Man United,West Ham,3,0,,
Tottenham,Chelsea,1,1,,
Swindon,Man City,1,3,,
Sheffield Weds,Norwich,3,3,,
Ipswich,Newcastle,1,1,,
Wimbledon,Southampton,1,0,,
Everton,Aston Villa,0,1,,
Leeds,Oldham,1,0,,
Newcastle,Blackburn,1,1,,
Norwich,Swindon,0,0,,
Oldham,Wimbledon,1,1,,
Aston Villa,Tottenham,1,0,,
Sheffield United,Ipswich,1,1,,
West Ham,QPR,0,4,,
Arsenal,Everton,2,0,,
Chelsea,Sheffield Weds,1,1,,
Southampton,Man United,1,3,,
Liverpool,Leeds,2,0,,
Man City,Coventry,1,1,,
West Ham,Sheffield Weds,2,0,,
Newcastle,Everton,1,0,,
Chelsea,QPR,2,0,,
Liverpool,Tottenham,1,2,,
Southampton,Swindon,5,1,,
Norwich,Ipswich,1,0,,
Arsenal,Leeds,2,1,,
Man City,Blackburn,0,2,,
Oldham,Coventry,3,3,,
Sheffield United,Wimbledon,2,1,,
Aston Villa,Man United,1,2,,
Swindon,Liverpool,0,5,,
Coventry,West Ham,1,1,,
Man United,Newcastle,1,1,,
Leeds,Norwich,0,4,,
Everton,Sheffield United,4,2,,
Sheffield Weds,Arsenal,0,1,,
Wimbledon,Aston Villa,2,2,,
Ipswich,Chelsea,1,0,,
Blackburn,Oldham,1,0,,
Tottenham,Man City,1,0,,
QPR,Southampton,2,1,,
QPR,Liverpool,1,3,,
Swindon,Oldham,0,1,,
Sheffield Weds,Aston Villa,0,0,,
Blackburn,Norwich,2,3,,
Man United,Sheffield United,3,0,,
Coventry,Newcastle,2,1,,
Wimbledon,Chelsea,1,1,,
Ipswich,Southampton,1,0,,
Leeds,West Ham,1,0,,
Everton,Man City,1,0,,
Tottenham,Arsenal,0,1,,
Norwich,Man United,0,2,,
West Ham,Wimbledon,0,2,,
Man City,Leeds,1,1,,
Newcastle,Tottenham,0,1,,
Chelsea,Blackburn,1,2,,
Arsenal,Coventry,0,3,,
Southampton,Everton,0,2,,
Sheffield United,Swindon,3,1,,
Liverpool,Sheffield Weds,2,0,,
Aston Villa,QPR,4,1,,
Oldham,Ipswich,0,3,,
