HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShotOnTarget,AwayShotOnTarget
Sunderland,Sheffield Weds,1,0,,
Arsenal,Watford,1,0,,
Man United,Southampton,3,3,,
Derby,Bradford,0,1,,
Coventry,West Ham,1,0,,
Leeds,Newcastle,3,2,,
Middlesbrough,Chelsea,0,1,,
Tottenham,Coventry,3,2,,
Leeds,Middlesbrough,2,0,,
Everton,West Ham,1,0,,
Newcastle,Sheffield Weds,8,0,,
Aston Villa,Bradford,1,0,,
Man United,Wimbledon,1,1,,
Derby,Sunderland,0,5,,
Watford,Chelsea,1,0,,
Leicester,Liverpool,2,2,,
Southampton,Arsenal,0,1,,
Bradford,Tottenham,1,1,,
Middlesbrough,Southampton,3,2,,
Chelsea,Newcastle,1,0,,
Wimbledon,Derby,2,2,,
Sheffield Weds,Everton,0,2,,
Arsenal,Aston Villa,3,1,,
Sunderland,Leicester,2,0,,
West Ham,Watford,1,0,,
Coventry,Leeds,3,4,,
Liverpool,Man United,2,3,,
Man United,Newcastle,5,1,,
Leicester,Watford,1,0,,
Sunderland,Coventry,1,1,,
Derby,Everton,1,0,,
Aston Villa,Middlesbrough,1,0,,
Southampton,Sheffield Weds,2,0,,
Wimbledon,Chelsea,0,1,,
Bradford,West Ham,0,3,,
Tottenham,Leeds,1,2,,
Liverpool,Arsenal,2,0,,
Coventry,Man United,1,2,,
Sheffield Weds,Derby,0,2,,
Arsenal,Bradford,2,0,,
Newcastle,Sunderland,1,2,,
Everton,Wimbledon,4,0,,
Watford,Aston Villa,0,1,,
Middlesbrough,Leicester,0,3,,
Leeds,Liverpool,1,2,,
Arsenal,Man United,1,2,,
Sheffield Weds,Tottenham,1,2,,
Coventry,Derby,2,0,,
Leeds,Sunderland,2,1,,
Newcastle,Wimbledon,3,3,,
Watford,Bradford,1,0,,
Chelsea,Aston Villa,1,0,,
West Ham,Leicester,2,1,,
Middlesbrough,Liverpool,1,0,,
Everton,Southampton,4,1,,
Aston Villa,West Ham,2,2,,
Southampton,Newcastle,4,2,,
Bradford,Sheffield Weds,1,1,,
Derby,Middlesbrough,1,3,,
Man United,Leeds,2,0,,
Wimbledon,Coventry,1,1,,
Sunderland,Arsenal,0,0,,
Liverpool,Watford,0,1,,
Leicester,Chelsea,2,2,,
Tottenham,Everton,3,2,,
Southampton,Leeds,0,3,,
Aston Villa,Everton,3,0,,
Man United,Sheffield Weds,4,0,,
Leicester,Coventry,1,0,,
Wimbledon,Middlesbrough,2,3,,
Derby,Arsenal,1,2,,
Sunderland,Watford,2,0,,
Tottenham,Newcastle,3,1,,
Everton,Man United,1,1,,
Middlesbrough,Bradford,0,1,,
Newcastle,Aston Villa,0,1,,
Coventry,Southampton,0,1,,
West Ham,Tottenham,1,0,,
Watford,Wimbledon,2,3,,
Leeds,Derby,0,0,,
Sheffield Weds,Liverpool,1,2,,
Arsenal,Leicester,2,1,,
Chelsea,Sunderland,4,0,,
