HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShotOnTarget,AwayShotOnTarget
Liverpool,Crystal Palace,0,0,,
Newcastle,Leicester,3,1,,
Tottenham,Sheffield Weds,3,1,,
Norwich,Chelsea,3,0,,
Wimbledon,Coventry,2,0,,
Aston Villa,Everton,0,0,,
Blackburn,Southampton,3,2,,
QPR,Man United,2,3,,
Leeds,West Ham,2,2,,
Nott'm Forest,Ipswich,4,1,,
QPR,West Ham,2,1,,
Everton,Leeds,3,0,,
Ipswich,Man City,1,2,,
Nott'm Forest,Arsenal,2,2,,
Wimbledon,Blackburn,0,3,,
Coventry,Liverpool,1,1,,
Man United,Norwich,1,0,,
Southampton,Chelsea,0,1,,
Leicester,Aston Villa,1,1,,
Tottenham,Newcastle,4,2,,
Sheffield Weds,Crystal Palace,1,0,,
Aston Villa,Sheffield Weds,1,1,,
Chelsea,Everton,0,1,,
Blackburn,QPR,4,0,,
West Ham,Coventry,0,1,,
Arsenal,Man United,0,0,,
Crystal Palace,Southampton,0,0,,
Norwich,Leicester,2,1,,
Man City,Wimbledon,2,0,,
Liverpool,Tottenham,1,1,,
Newcastle,Ipswich,1,1,,
Leeds,Nott'm Forest,1,0,,
Tottenham,Chelsea,0,0,,
Leicester,Arsenal,2,1,,
Everton,Liverpool,2,0,,
Leicester,Man City,0,1,,
Coventry,Norwich,1,0,,
Wimbledon,Newcastle,3,2,,
Southampton,Arsenal,1,0,,
Ipswich,Blackburn,1,3,,
QPR,Leeds,3,2,,
Nott'm Forest,Chelsea,0,1,,
Man United,Crystal Palace,3,0,,
Sheffield Weds,West Ham,1,0,,
Tottenham,Aston Villa,3,4,,
Man United,Man City,5,0,,
Liverpool,Chelsea,3,1,,
Wimbledon,Aston Villa,4,3,,
Nott'm Forest,Newcastle,0,0,,
Aston Villa,Man United,1,2,,
Arsenal,Sheffield Weds,0,0,,
Chelsea,Coventry,2,2,,
Crystal Palace,Ipswich,3,0,,
Man City,Southampton,3,3,,
Blackburn,Tottenham,2,0,,
Liverpool,Nott'm Forest,1,0,,
Norwich,Everton,0,0,,
Leeds,Wimbledon,3,1,,
Newcastle,QPR,2,1,,
West Ham,Leicester,1,0,,
Coventry,Crystal Palace,1,4,,
Sheffield Weds,Blackburn,0,1,,
Southampton,Norwich,1,1,,
Ipswich,Leeds,2,0,,
Everton,West Ham,1,0,,
QPR,Liverpool,2,1,,
Wimbledon,Norwich,1,0,,
Coventry,Man City,1,0,,
Sheffield Weds,Chelsea,1,1,,
Tottenham,West Ham,3,1,,
Ipswich,Liverpool,1,3,,
Man United,Newcastle,2,0,,
Nott'm Forest,Blackburn,0,2,,
QPR,Aston Villa,2,0,,
Southampton,Leeds,1,3,,
Everton,Arsenal,1,1,,
Leicester,Crystal Palace,0,1,,
Leeds,Leicester,2,1,,
Arsenal,Coventry,2,1,,
Blackburn,Man United,2,4,,
Chelsea,Ipswich,2,0,,
Norwich,QPR,4,2,,
Newcastle,Sheffield Weds,2,1,,
Man City,Tottenham,5,2,,
Crystal Palace,Everton,1,0,,
West Ham,Southampton,2,0,,
Liverpool,Wimbledon,3,0,,
Aston Villa,Nott'm Forest,0,2,,
Nott'm Forest,Wimbledon,3,1,,
Ipswich,Sheffield Weds,1,2,,
Leicester,Southampton,4,3,,
QPR,Man City,1,2,,
Leeds,Tottenham,1,1,,
Man United,West Ham,1,0,,
Crystal Palace,Newcastle,0,1,,
Aston Villa,Norwich,1,1,,
Blackburn,Liverpool,3,2,,
Everton,Coventry,0,2,,
Arsenal,Chelsea,3,1,,
Coventry,Ipswich,2,0,,
Newcastle,Blackburn,1,1,,
Southampton,Everton,2,0,,
Chelsea,Leicester,4,0,,
Liverpool,Aston Villa,3,2,,
Sheffield Weds,Man United,1,0,,
Norwich,Leeds,2,1,,
Man City,Nott'm Forest,3,3,,
Tottenham,QPR,1,1,,
West Ham,Crystal Palace,1,0,,
Wimbledon,Arsenal,1,3,,
Leicester,Coventry,2,2,,
Chelsea,West Ham,1,2,,
Nott'm Forest,QPR,3,2,,
Leeds,Man City,2,0,,
Southampton,Ipswich,3,1,,
Man United,Everton,2,0,,
Aston Villa,Newcastle,0,2,,
Arsenal,Crystal Palace,1,2,,
Liverpool,Sheffield Weds,4,1,,
Norwich,Blackburn,2,1,,
Wimbledon,Tottenham,1,2,,
Sheffield Weds,Leeds,1,1,,
West Ham,Arsenal,0,2,,
Tottenham,Nott'm Forest,1,4,,
Ipswich,Man United,3,2,,
QPR,Wimbledon,0,1,,
Newcastle,Liverpool,1,1,,
Man City,Norwich,2,0,,
Everton,Leicester,1,1,,
Blackburn,Aston Villa,3,1,,
Crystal Palace,Chelsea,0,1,,
Coventry,Southampton,1,3,,
Ipswich,Norwich,1,2,,
Chelsea,Blackburn,1,2,,
Arsenal,Newcastle,2,3,,
Leicester,Tottenham,3,1,,
Man United,Liverpool,2,0,,
Crystal Palace,Wimbledon,0,0,,
Sheffield Weds,Man City,1,1,,
Coventry,Leeds,2,1,,
West Ham,Aston Villa,1,0,,
Everton,QPR,2,2,,
Southampton,Nott'm Forest,1,1,,
Tottenham,Southampton,1,2,,
Leeds,Man United,2,1,,
QPR,Coventry,2,2,,
Nott'm Forest,Sheffield Weds,4,1,,
Man City,Crystal Palace,1,1,,
Wimbledon,Leicester,2,1,,
Liverpool,West Ham,0,0,,
Blackburn,Everton,3,0,,
Newcastle,Chelsea,4,2,,
Aston Villa,Ipswich,2,0,,
Norwich,Arsenal,0,0,,
Southampton,Liverpool,0,2,,
Chelsea,Man City,3,0,,
Arsenal,Blackburn,0,0,,
West Ham,Newcastle,1,3,,
Sheffield Weds,Norwich,0,0,,
Man United,Wimbledon,3,0,,
Leicester,QPR,1,1,,
Ipswich,Tottenham,1,3,,
Everton,Nott'm Forest,1,2,,
Crystal Palace,Leeds,1,2,,
Coventry,Aston Villa,0,1,,
Liverpool,Arsenal,3,0,,
QPR,Ipswich,1,2,,
Newcastle,Southampton,5,1,,
Man City,Everton,4,0,,
Aston Villa,Crystal Palace,1,1,,
Norwich,West Ham,1,0,,
Wimbledon,Sheffield Weds,0,1,,
Leeds,Chelsea,2,3,,
Nott'm Forest,Leicester,1,0,,
Blackburn,Coventry,4,0,,
Tottenham,Man United,0,1,,
Norwich,Crystal Palace,0,0,,
Newcastle,Coventry,4,0,,
Man City,West Ham,3,0,,
Aston Villa,Southampton,1,1,,
Tottenham,Everton,2,1,,
QPR,Sheffield Weds,3,2,,
Wimbledon,Ipswich,1,1,,
Leeds,Arsenal,1,0,,
Blackburn,Leicester,3,0,,
Nott'm Forest,Man United,1,1,,
Leicester,Newcastle,1,3,,
Man United,QPR,2,0,,
Southampton,Blackburn,1,1,,
Everton,Aston Villa,2,2,,
Arsenal,Man City,3,0,,
Chelsea,Norwich,2,0,,
Crystal Palace,Liverpool,1,6,,
Ipswich,Nott'm Forest,0,1,,
Sheffield Weds,Tottenham,3,4,,
Coventry,Wimbledon,1,1,,
West Ham,Leeds,0,0,,
